housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
50,395,136,948,243,43.865,3,175000
51,1280,295,1560,381,42.7875,3,125000
19,460,147,890,229,40.2225,3,162500
24,1283,295,1932,516,32.4225,3,160200
25,1582,349,2390,719,35.4175,3,200000
20,1193,279,1880,453,54.515,3,180000
44,1273,293,1754,460,40.0925,3,275000
41,1933,412,3121,719,46.3475,3,147500
40,2118,445,2195,658,44.94,3,164600
48,1521,338,1772,458,55.58,3,162500
39,2004,424,3050,621,46.875,3,127300
52,281,115,470,96,48.4375,3,38800
40,561,166,662,205,23.085,3,187500
26,2107,443,2821,572,21.1,3,350000
25,1407,317,1193,472,32.4725,3,225000
50,180,97,356,76,54.86,3,158300
52,142,90,137,45,45.8325,3,312500
49,299,119,287,68,30.24,3,100000
52,1274,293,1655,368,54.7625,3,124000
32,1375,312,1698,432,40.755,3,130700
38,980,241,1308,310,39.13,3,123100
38,1091,261,1786,340,53.275,3,136500
40,1259,291,1499,327,45.955,3,126400
37,1551,343,2173,474,54.1675,3,117700
48,1465,328,1859,400,32.835,3,96200
46,1249,289,1607,331,51.7575,3,114800
41,848,217,1428,313,39.0075,3,109600
39,698,190,1046,228,55.89,3,119500
35,1368,310,2239,461,47.825,3,114300
33,1676,366,2564,515,54.8925,3,100800
28,481,151,596,128,30.99,3,90300
32,1311,300,1792,396,58.26,3,119900
48,542,162,571,114,46.2125,3,90600
48,396,136,485,110,59.375,3,107500
43,1456,326,2098,433,47.3225,3,99200
31,1301,298,1952,377,53.665,3,100800
30,405,138,376,68,44.5325,3,127500
45,782,205,1030,235,27.245,3,93400
36,879,223,1034,236,32.1425,3,99300
43,1429,321,1412,354,33.2175,3,107200
43,1575,347,1980,469,43.5625,3,100500
30,962,237,1280,263,36.16,3,110200
38,697,190,749,206,36.6325,3,118800
47,1269,293,1628,325,37.7225,3,115800
37,2451,505,2824,598,47.685,3,99600
42,990,242,1167,281,36.31,3,126800
46,879,223,1010,221,54.44,3,118300
21,1314,301,1505,366,57.975,3,97200
35,1193,279,1784,341,46.63,3,116100
35,1672,365,2106,519,30.515,3,129200
47,921,230,881,221,35.8175,3,114100
43,1235,286,1745,372,52.0425,3,113300
46,1748,378,1707,409,53.7,3,103800
48,1869,400,1834,441,42.63,3,107400
47,780,205,888,215,43.75,3,95800
43,2179,456,2624,609,46.6025,3,108200
41,1733,376,1776,453,40.5525,3,104200
36,1033,250,1112,229,43.0925,3,105800
36,1176,276,1267,292,40.955,3,105000
32,1218,283,1292,304,39.4525,3,102900
41,1768,382,1721,474,32.575,3,90400
34,1905,407,2194,521,36.98,3,95800
23,588,170,716,173,30.14,3,87500
43,863,220,788,187,23.6575,3,95000
29,1419,319,1696,317,57.0325,3,101300
38,1715,373,1714,389,42.83,3,108200
44,448,145,504,96,46.875,3,98600
41,1425,321,1803,353,41.8275,3,88200
42,2261,471,2496,527,38.89,3,98500
39,1274,293,1362,324,54.4825,3,107900
27,1611,354,1457,458,22.3525,3,91900
37,2615,534,2484,630,48.02,3,103400
40,2099,441,2311,529,46.3,3,101500
43,1638,359,1213,390,33.5075,3,110800
43,1258,291,1276,358,47.2925,3,106900
47,1865,399,1916,438,45.605,3,95000
36,2016,427,1807,464,42.2525,3,103500
30,504,155,529,123,48.8275,3,100000
35,932,232,1153,282,37.215,3,100000
38,1407,317,1783,402,45.215,3,97100
46,441,144,621,144,47.06,3,162500
46,1098,262,1510,374,53.455,3,156300
40,885,224,799,221,29.1675,3,143800
48,4217,821,3298,949,47.88,3,122300
27,2190,458,1768,528,31.115,3,103800
26,2001,424,2044,557,28.9075,3,118800
42,2386,493,2327,661,41.7475,3,108000
35,1147,271,818,281,44.9025,3,111700
50,1463,327,912,293,43.465,3,109400
41,1046,253,727,201,41.6675,3,116900
43,2255,469,1568,470,42.3875,3,115200
39,2073,437,1246,547,51.0425,3,117100
46,2217,463,1227,448,42.1275,3,108800
48,2544,521,1357,498,63.1575,3,121000
52,2547,522,1417,444,45.535,3,123200
52,1793,387,1303,366,76.8975,3,123700
42,814,211,511,188,59.855,3,123200
50,2238,466,2247,583,41.2625,3,125000
52,1743,378,1206,384,42.1875,3,116000
52,1908,407,1271,394,64.7125,3,136200
52,1444,324,1154,334,51.5625,3,134400
34,2305,478,2450,740,42.8575,3,132000
46,1650,361,1992,458,58.5075,3,114100
6,1487,332,1509,403,36.5975,3,112500
39,751,200,1010,231,40.09,3,137500
30,1385,313,1730,472,26.3475,3,142500
50,2601,532,3080,770,46.64,3,122900
43,713,193,880,237,30.1625,3,103600
52,795,207,1118,275,30.4375,3,131300
48,483,152,775,188,58.2725,3,126600
38,3335,663,3612,887,53.125,3,118800
42,1534,340,1295,380,52.345,3,119200
42,855,218,890,247,31.945,3,112500
44,2636,538,2182,651,35.8,3,124000
48,1514,336,1353,344,54.0175,3,96100
44,1753,379,1165,380,53.385,3,105800
41,1807,389,1731,471,30.8675,3,111700
52,1319,302,898,271,69.3175,3,128600
40,1131,268,859,230,29.515,3,134600
52,1420,320,1080,353,37.9475,3,116100
52,2579,528,1558,458,52.0225,3,109600
52,1686,367,982,356,52.395,3,116400
52,1296,297,853,238,76.25,3,111600
52,1542,342,939,276,42.23,3,129100
52,1718,373,1026,312,50,3,128000
52,1630,357,1413,405,48.325,3,120000
52,2709,551,1751,613,52.79,3,122500
47,1551,343,1329,322,49.48,3,116400
48,2235,466,1363,433,41.3975,3,101400
47,1525,338,982,333,52.2875,3,126600
45,1489,332,791,316,55.8475,3,104800
44,1703,370,789,249,42.7075,3,100000
46,2608,533,1766,596,39.615,3,114800
47,2637,538,1903,521,45.7925,3,96500
47,2212,462,1903,554,49.6325,3,101100
46,2577,527,2446,687,31.875,3,98300
46,2198,459,2067,497,51.355,3,103400
52,1283,295,1363,329,64.62,3,101900
49,2174,455,1861,484,42.8975,3,95000
46,1211,282,1153,282,44.6225,3,99300
52,3104,622,1498,581,66.6675,3,128000
50,1655,362,672,260,106.385,3,194300
48,1949,415,823,340,84.765,3,189700
50,1842,395,817,341,78.87,3,157700
47,1745,378,1079,368,60.055,3,123400
46,2223,464,968,373,106.5,3,182600
47,1320,302,653,291,94.3175,3,193000
42,2043,431,869,416,87.5,3,181100
44,4032,788,1622,848,62.335,3,165800
43,2227,464,956,472,50.5425,3,187500
44,1762,381,786,445,48.0775,3,188500
44,2182,456,878,493,49.0775,3,181300
50,3250,648,2300,675,48.75,3,112600
50,2189,458,1097,469,61.4575,3,120900
47,1671,365,895,317,55.135,3,121500
47,825,213,416,173,58.3325,3,133300
24,873,221,529,308,23.26,3,151600
43,2028,429,1074,394,64.7725,3,98700
49,1407,317,889,283,49.4475,3,114200
44,1918,409,1041,364,71.355,3,126500
46,1582,349,777,286,80.2075,3,149600
48,2009,425,919,297,120.3125,3,170500
48,1260,291,791,280,54.6875,3,115200
43,1257,290,735,232,92.9175,3,108900
43,2224,464,1598,545,70.685,3,122500
46,1217,283,662,305,79.3275,3,140300
47,949,235,574,217,54.375,3,114700
40,1298,298,791,255,80.86,3,104300
47,1528,339,864,308,49.33,3,101000
46,1611,354,921,314,77.0825,3,103300
28,3889,763,3121,1046,47.015,3,113900
32,1784,385,1472,476,41.1925,3,108900
38,3063,614,2153,721,46.18,3,149100
48,2225,464,1170,401,74.1075,3,140400
46,2126,446,1292,414,73.2875,3,149000
47,2183,457,927,371,123.8275,3,180100
47,2512,516,1082,426,95.5875,3,207600
34,397,136,250,121,41.875,3,166700
44,1448,325,861,310,55.99,3,108600
52,1778,384,795,279,87.785,3,138800
49,1412,318,901,328,42.6675,3,118600
30,3112,623,2739,841,41.3275,3,118500
44,2526,518,1423,573,63.4075,3,158800
47,1830,393,922,377,104.0875,3,156400
46,3745,737,1502,808,96.6075,3,195800
33,3140,628,1214,464,162.61,3,350400
33,2263,471,900,382,110.07,3,246800
31,1893,404,819,426,107.6925,3,140600
11,1249,289,625,336,21.755,3,170500
35,1359,309,655,341,63.92,3,312500
37,4291,835,1941,953,44.8625,3,106300
38,2318,481,1407,702,40.4675,3,266700
44,1527,339,608,245,100.8925,3,187800
34,3978,779,2725,1035,44.055,3,167900
34,5218,1001,3538,1371,37.8575,3,118800
27,3358,667,2415,956,36.4725,3,87500
33,3246,647,1585,603,91.5725,3,353200
35,3776,742,1583,749,88.715,3,332100
28,3085,618,1162,558,81.25,3,301000
35,1138,269,1128,311,47.045,3,100000
37,1971,418,1673,464,36.5625,3,103000
39,979,241,857,236,63.8675,3,108900
41,1582,349,1422,370,26.29,3,108300
43,1902,406,1153,363,48.4375,3,112900
44,1458,326,1159,283,29.1125,3,98200
43,1534,340,1231,329,63.5925,3,94500
44,1597,351,902,321,48.89,3,93300
45,1701,370,1484,427,46,3,91400
44,222,105,234,77,127.84,3,111700
49,857,219,694,228,72.375,3,108000
52,1837,394,1062,343,50,3,96500
52,1607,353,900,295,89.955,3,96600
50,1985,421,1090,410,45.625,3,106600
52,1975,419,1043,371,59.9425,3,112200
49,1993,422,1052,394,55.345,3,119800
44,2261,471,1348,455,47.8125,3,97200
48,1124,267,783,223,86.11,3,93100
52,1371,311,986,277,73.58,3,94000
48,2010,425,1208,404,41.5275,3,95800
48,1998,423,1176,382,76.1375,3,102400
44,1242,288,811,274,73.4375,3,95200
42,2833,573,2542,725,33.6975,3,100000
46,1118,265,786,254,35.105,3,110000
39,1306,299,1332,331,48.91,3,92200
47,865,220,782,217,56.0275,3,93000
45,1720,373,1382,365,23.3425,3,92300
19,883,223,726,277,24.5225,3,121400
30,1162,273,1207,289,30.575,3,100000
31,1068,256,1091,281,42.225,3,102600
31,2017,427,2063,521,48.0475,3,107000
35,2305,478,1978,568,34.375,3,100000
43,2660,542,2133,588,44.335,3,107300
46,1425,321,1140,304,84.375,3,98500
44,1521,338,1074,285,51.6825,3,99800
42,944,234,567,190,65.7775,3,124100
50,2270,472,1000,412,53.0525,3,119400
52,1595,351,823,302,80.47,3,124200
47,2066,436,1156,380,69.7925,3,125800
52,1629,357,819,288,93.125,3,142600
48,1541,341,819,312,77.2925,3,136100
41,1353,308,751,250,68.5025,3,131700
50,1843,396,892,314,78.365,3,120000
43,1823,392,1065,342,81.77,3,131000
44,1558,344,1095,316,100.1075,3,133500
44,2490,512,1305,411,120.7375,3,149600
43,2104,442,1132,394,76.705,3,142000
43,2118,445,1266,500,43.675,3,121000
43,2149,450,1316,462,38.2,3,131800
46,1686,367,870,320,86.6075,3,136300
48,2015,426,1020,338,101.5625,3,138700
48,3139,628,1319,506,88.02,3,134200
36,1717,373,902,368,37.17,3,113200
43,2009,425,1095,439,70.7475,3,109500
39,2802,568,1524,529,66.295,3,136300
41,1175,276,1241,352,30.6825,3,98400
34,2074,437,1913,514,40.39,3,102100
34,2771,562,2782,715,41.63,3,99000
31,4022,786,3707,1007,32.74,3,116300
47,2112,444,1161,368,99.305,3,117400
52,2523,518,1167,413,76.5625,3,127400
47,1586,349,1077,339,112.1525,3,140400
47,2005,425,1134,415,92.8575,3,140300
30,1702,370,1966,442,38.8025,3,97500
30,1966,418,2028,535,40.625,3,101500
38,1454,326,1098,297,37.7725,3,104000
41,656,183,730,170,45.1175,3,101800
43,1240,287,1100,311,39.375,3,97500
45,1696,369,1502,429,32.605,3,99200
39,2062,435,1933,570,34.5025,3,97000
44,1722,374,2177,401,53.125,3,92500
43,762,202,854,188,30.7875,3,98200
46,1295,297,1120,323,42.8025,3,98200
44,1246,288,1031,295,48.89,3,96300
46,1521,338,1100,334,38.75,3,100600
46,1086,260,880,250,39.905,3,95700
45,1546,342,1186,366,41,3,96800
40,2180,456,2464,631,38.8025,3,90100
39,2569,526,2601,630,51.885,3,101400
38,1819,391,2110,499,40.0675,3,97300
38,977,240,1073,292,25.52,3,86400
42,796,208,697,177,50.925,3,92600
37,1812,390,1640,447,48.37,3,99100
47,1504,335,1168,358,36.5625,3,94200
40,1475,329,1222,298,38.2575,3,95300
39,1255,290,902,327,39.53,3,94000
52,1331,304,1144,362,38.315,3,90600
34,1462,327,1310,351,28.8925,3,90100
38,1126,267,999,265,13.7375,3,91700
34,1040,251,1083,255,41.1675,3,90900
39,1529,339,1154,357,30.2275,3,97900
38,1387,314,1240,355,42.245,3,95100
44,1513,336,1088,344,32.4225,3,94400
39,1542,342,1256,361,42.9175,3,100000
37,1625,356,1243,350,34.9275,3,89800
42,1604,353,1581,387,44.14,3,96700
40,2044,432,2150,524,53.5925,3,94800
42,1206,281,1167,250,40.375,3,101300
39,882,223,697,189,46.18,3,99100
23,1983,421,2048,600,38.2825,3,91400
35,1401,316,1357,327,52.2925,3,99300
32,721,194,842,208,40.0725,3,89700
39,1340,305,1463,367,38.235,3,111400
40,2808,569,2357,627,49.1375,3,102300
39,1701,370,1468,411,49.255,3,93200
43,1201,280,840,252,69.7925,3,105600
34,1089,260,995,315,58.38,3,107700
35,2073,437,1753,490,37.5,3,93600
43,1156,272,1074,299,47.035,3,94900
30,1041,252,877,270,38.17,3,91600
38,637,179,679,162,39.285,3,89700
41,835,215,707,192,35.2575,3,86200
40,935,233,818,236,46.995,3,101300
34,987,242,902,221,58.4125,3,98000
34,1261,291,1027,303,57.365,3,88800
29,1579,348,1056,322,57.64,3,98500
35,1405,317,1086,273,25.9375,3,89800
45,1080,259,850,237,56.25,3,93400
44,1771,383,1296,399,40.9725,3,96700
44,1481,331,999,315,37.8675,3,94600
44,1103,263,760,247,42.2175,3,99600
37,1002,245,1092,273,40.8325,3,94500
41,1510,336,1408,389,41.25,3,94200
38,1314,301,1080,285,39.68,3,89800
44,795,207,716,167,50,3,90300
35,1562,345,1587,406,37.2925,3,93200
41,570,167,466,121,66.145,3,91300
34,721,194,661,171,51.9725,3,92400
37,973,239,842,178,41.6125,3,94900
36,1467,328,1247,347,45.4775,3,92700
36,1102,263,702,225,38.14,3,95400
42,1433,322,775,293,28.315,3,104800
42,657,183,526,132,62.5,3,110200
40,1076,258,705,255,44.965,3,98900
36,1465,328,1147,324,43.155,3,88800
43,1309,300,1182,340,41.5625,3,88700
30,1764,381,1406,362,36.225,3,93100
39,2078,438,1901,504,28.67,3,96900
21,847,217,1283,277,35.8225,3,94100
32,1381,313,1268,354,27.6275,3,94200
9,456,147,438,114,22.38,3,81300
44,1631,357,1197,355,76.97,3,100000
42,1898,405,1503,429,62.9475,3,97400
43,2021,427,1051,352,84.59,3,129900
47,1782,385,1003,329,63.495,3,105700
41,936,233,913,226,50.7825,3,122600
40,1935,412,1616,433,71.875,3,120200
41,896,226,605,168,56.945,3,128100
38,2073,437,1657,470,30.245,3,88400
39,1274,293,975,277,37.785,3,90400
43,269,113,295,79,57.4225,3,90600
45,529,160,448,120,89.5825,3,90600
52,117,86,74,45,12.4975,3,90600
44,1463,327,940,312,58.3325,3,99800
43,1113,265,1305,334,28.585,3,91300
43,793,207,736,231,21.3175,3,90400
37,2667,543,2865,683,17.0775,3,87500
40,1193,279,1210,286,33.75,3,89500
37,649,181,653,147,36.98,3,97500
36,2316,480,1938,507,31.25,3,97400
21,1260,291,1167,310,24.27,3,107600
28,2136,448,1799,476,38.5675,3,95700
37,441,144,390,98,41.2825,3,90200
25,764,202,801,220,28.46,3,100000
40,975,240,1068,270,24.7225,3,87500
36,2452,505,2664,667,23.245,3,100000
42,819,212,899,228,28.365,3,85400
37,869,221,1040,233,50,3,84200
34,796,208,673,144,51.9225,3,88300
37,1027,249,824,248,37.83,3,86300
32,779,205,861,219,26.5625,3,89800
42,380,133,411,100,24.2625,3,90000
39,1215,283,1211,265,43.03,3,95500
39,1141,270,1313,234,50.4675,3,90100
35,1090,260,1339,263,54.0175,3,97600
36,1110,264,1417,302,58.3325,3,92100
30,940,234,1071,204,31.6975,3,92000
36,501,155,487,118,32.5,3,87000
39,2065,435,2015,535,21.195,3,104900
32,1063,256,992,253,22.46,3,88700
29,6447,1221,2184,960,207.04,3,500001
32,5578,1066,1567,697,375.0025,3,500001
27,2089,440,654,270,309.4175,3,500001
27,10806,2004,3511,1352,318.24,3,500001
27,1613,354,497,197,199.5875,3,500001
20,10722,1988,3731,1511,243.6225,3,500001
36,3129,626,862,334,375.0025,3,500001
46,778,204,238,93,375.0025,3,500001
52,1500,334,384,145,178.94,3,500001
31,6675,1262,2092,796,296.105,3,500001
35,3247,647,1065,484,196.065,3,500001
32,8041,1507,2768,1106,279.945,3,500001
27,6603,1249,2336,868,332.3375,3,500001
29,4767,920,1500,638,269.8425,3,500001
40,3351,666,1564,523,212.8825,3,500001
37,4042,790,1318,542,321.6625,3,500001
42,2861,578,829,310,375.0025,3,500001
36,2929,590,1054,352,339.32,3,500001
29,9013,1682,2919,1061,348.675,3,500001
39,1487,332,414,160,375,3,500001
37,5477,1047,1925,757,204.72,3,500001
45,1814,390,709,311,120.625,3,500001
47,1985,421,819,340,162.8675,3,500001
14,7970,1495,2926,1096,282.165,3,500001
33,6778,1281,2540,1052,214.125,3,500001
41,1482,331,617,242,221.5475,3,500001
34,2095,441,662,299,207.335,3,500001
24,2332,483,761,325,182.5775,3,500001
21,3755,739,1493,526,285.5825,3,500001
35,9075,1693,3646,1724,150.7675,3,500001
42,993,243,368,134,270.205,3,500001
43,2167,454,761,256,342.105,3,500001
45,1711,372,735,261,227.695,3,500001
40,4350,845,1551,665,175.795,3,500001
36,4152,810,1461,550,375.0025,3,500001
39,2603,532,928,410,197.74,2,500001
38,4715,911,1660,637,254.705,3,500001
45,1271,293,419,171,191.1175,3,500001
45,3030,608,916,399,236.66,3,500001
48,3623,715,1282,516,238.0525,3,500001
42,1918,409,632,224,375.0025,3,500001
26,6577,1245,2937,1652,120.025,3,500001
20,5448,1042,2202,1442,106.385,3,500001
25,2689,547,1229,663,89.7725,3,500001
25,4077,796,1719,1017,94.3025,3,337500
21,3639,718,1489,983,115.4925,3,387500
22,5215,1000,2048,1121,117.5225,3,500001
27,4401,854,1725,962,104.375,3,500001
36,2143,449,751,396,168.74,3,500001
45,1346,306,415,209,175.7125,3,500001
46,1399,316,410,152,375.0025,3,500001
34,3203,640,949,439,258.6675,3,500001
38,3251,648,1251,593,193.455,3,500001
26,3535,699,1322,666,179.185,3,500001
35,1973,419,1257,296,223.9125,3,500001
28,3910,766,1763,867,137.5,3,500001
21,730,196,965,224,51.2775,3,350000
14,520,158,282,213,57.1425,3,500001
13,4284,833,3806,1252,32.8125,3,350000
19,4845,934,3751,1539,39.575,3,350000
20,3367,669,2667,1131,56.11,3,500000
46,1302,298,482,226,176.685,3,500001
43,2511,515,808,407,169.2575,3,500001
49,2418,499,850,318,357.1675,3,500001
42,2564,525,913,414,230.5625,3,500001
9,5102,980,2609,1450,81.3625,3,500001
18,4780,922,1886,1036,111.685,3,500001
32,1880,402,798,417,117.7725,3,500000
15,5368,1028,2269,1232,142.7425,3,316700
11,3184,636,911,463,181.6875,3,500001
41,1463,327,601,267,134.4425,3,500001
22,4251,828,1581,881,131.3875,3,500001
13,4833,932,1649,807,155.9725,3,500001
40,2933,591,1077,536,153.8175,3,500001
31,1317,301,523,274,185.5475,3,500001
38,2982,600,1122,572,104.77,3,500001
20,4600,890,1675,932,129.9975,3,500001
44,533,160,291,97,270.1125,3,500001
52,1881,402,640,321,171.775,3,500001
38,4888,942,1698,937,120.76,3,500001
52,1693,369,727,305,167.7875,3,500001
24,3832,752,1613,893,99.1825,3,477300
20,5943,1131,2492,1429,102.8525,3,305000
22,3970,777,1588,791,121.545,3,500001
52,2425,500,962,412,146.4675,3,494700
28,801,209,936,406,54.6875,3,181300
22,3319,660,1848,940,91.6825,3,283300
23,3771,741,2031,1241,69.1975,3,277500
25,6902,1303,3136,1844,66.2725,3,410000
23,4099,800,2103,1217,93.8725,3,275000
19,3522,697,1820,977,81.6575,3,337500
21,5041,969,2719,1420,88.3375,3,268800
19,3330,662,1837,915,75.4325,3,393800
25,2142,449,1390,699,75.1725,3,325000
25,2768,561,1558,784,92.44,3,360000
17,2729,554,1404,758,78.0875,3,420800
31,2621,535,1632,673,82.175,3,348100
21,2819,571,1435,593,98.7225,3,360200
45,727,195,520,175,66.32,3,300000
39,1657,362,931,363,94.5325,3,336300
49,32,71,14,7,54.6875,3,225000
16,18,68,3,4,13.4,3,350000
31,2670,544,1535,631,76.785,3,347800
52,1782,385,735,307,132.385,3,485100
46,1508,335,639,273,123.125,3,409800
42,2725,554,1115,516,114.5825,3,427500
16,9728,1810,3026,1899,146.895,3,500001
33,2921,589,1124,608,125.3775,3,500001
52,2533,519,981,386,195.41,3,500001
26,4473,867,1518,805,126.905,3,500001
40,2079,438,720,282,231.8,3,500001
42,1298,298,420,190,321.2075,3,500001
36,1831,393,871,269,203.71,3,500001
33,1730,375,994,363,93.1925,3,500001
49,601,173,228,106,200.5975,3,500001
35,2458,506,1047,554,100.7075,3,412500
42,3105,622,1253,531,130.55,3,500001
34,2113,444,859,432,92.3825,3,500001
25,2814,570,1139,658,100.3825,3,460000
52,1907,407,681,249,274.5125,3,500001
52,2113,444,800,327,279.42,3,500001
36,3053,613,1234,577,129.0925,3,500001
51,1975,419,771,357,165.65,3,500001
52,1358,309,574,267,141.135,3,500001
45,2089,440,834,305,182.57,3,500001
44,1873,401,635,283,139.8775,3,461300
43,3863,758,1398,511,214.845,3,500001
43,1028,249,394,149,261.2975,3,500001
42,1467,328,577,204,165.92,3,500001
35,2237,466,1794,543,57.4025,3,207700
31,2846,575,2120,672,68.065,3,254200
45,767,202,254,118,157.2375,3,340400
36,3005,604,2054,758,51.0925,3,309100
39,2614,534,1665,553,85.1575,3,271600
41,101,83,85,30,103.125,3,237500
52,1492,333,666,289,118.465,3,340400
49,1230,286,669,269,97.595,3,308300
28,1722,374,1161,481,80.57,3,232500
25,3442,682,1890,914,76.435,3,319400
24,1101,262,491,287,80.555,3,319400
43,1006,245,520,199,164.1725,3,372800
26,4376,850,2435,1250,71.045,3,327300
19,7297,1374,3870,2144,77.9,3,300000
27,515,157,397,228,60.3375,3,184400
24,3711,731,1764,1147,79.105,3,366700
24,2610,533,1322,692,87.555,3,281300
16,5825,1110,3390,1752,77.4125,3,320000
19,1450,325,746,437,78.5375,3,55000
13,6152,1169,3397,1845,85.145,3,275000
36,2101,442,1756,527,73.36,3,222100
39,1366,310,1237,370,93.015,3,230900
